round trainmean trainstdev testmean teststdev
1 0.22908011869436196 0.01017592178010813 0.2042857142857144 0.022177392423228595
2 0.22908011869436196 0.01017592178010813 0.2042857142857144 0.022177392423228595
3 0.20178041543026715 0.014044106310028753 0.15714285714285725 0.02213133340689951
4 0.2023738872403561 0.009078373021233432 0.16714285714285704 0.03260774917289521
5 0.19287833827893164 0.013069860857890336 0.14571428571428569 0.02842821248876056
6 0.1854599406528189 0.010801349984095727 0.14857142857142858 0.027994168488950574
7 0.18456973293768564 0.012220332511557266 0.14714285714285713 0.027884601851347307
8 0.18189910979228485 0.009665577136440562 0.15000000000000002 0.026534536601438143
9 0.17893175074183976 0.010110816045935216 0.15142857142857147 0.030101867865293522
10 0.17774480712166185 0.009237022205503504 0.15428571428571447 0.024578072191550348
11 0.17151335311572713 0.008681744117701973 0.14428571428571435 0.028175832747594293
12 0.1753709198813056 0.008646173462512457 0.15000000000000002 0.022360679774997873
13 0.1712166172106825 0.00547958021145978 0.15142857142857147 0.035109159221270024
14 0.1712166172106826 0.008807609542822467 0.15000000000000002 0.019430672155336344
15 0.1712166172106825 0.00497420018226715 0.1528571428571428 0.020253495541082585
16 0.1712166172106825 0.006231454005934741 0.14571428571428569 0.022857142857142847
17 0.16557863501483683 0.0039366466354366645 0.15000000000000002 0.023255457994428137
18 0.16617210682492567 0.0037534452939683915 0.1399999999999999 0.018952141659173697
19 0.16587537091988147 0.00538230182410002 0.14857142857142858 0.023211538298959868
20 0.16498516320474776 0.0104659893700584 0.14571428571428569 0.029829447168315846
21 0.16290801186943626 0.007078255455119602 0.14714285714285713 0.027884601851347314
22 0.1611275964391693 0.009846089034443355 0.1428571428571429 0.027105237087157525
23 0.15994065281899095 0.0061460875896759415 0.14428571428571435 0.028175832747594293
24 0.15875370919881304 0.007652105019719638 0.14571428571428569 0.028428212488760554
25 0.1572700296735905 0.004196479413570003 0.14571428571428569 0.0324509048331444
26 0.15578635014836784 0.005971694895400014 0.14142857142857146 0.035828389154241275
27 0.15459940652818993 0.0062877210980465965 0.1428571428571429 0.026341555592265396
28 0.15667655786350143 0.006052248680822279 0.14 0.031167748898959173
29 0.15400593471810087 0.00669466716479433 0.14 0.028428212488760554
30 0.15370919881305645 0.00736479148130019 0.14428571428571435 0.02958902168172568
31 0.1513353115727003 0.008287382815293117 0.14428571428571435 0.031590491982137106
32 0.1513353115727003 0.00947698482057644 0.14 0.029137254363387335
33 0.15074183976261124 0.006996929449585497 0.1428571428571429 0.03319700011034929
34 0.1504451038575667 0.008605341246290798 0.1428571428571429 0.03063944369932458
35 0.1483679525222552 0.00880260948023224 0.14 0.03368521749300456
36 0.14866468842729963 0.009970503036445954 0.13428571428571434 0.029416086117105708
37 0.1492581602373887 0.008605341246290798 0.14428571428571435 0.03525417908358018
38 0.14866468842729963 0.009331860648971145 0.14142857142857146 0.03223004049336706
39 0.1480712166172108 0.007788964242377855 0.14142857142857146 0.029589021681725686
40 0.14955489614243334 0.00841391506157732 0.1357142857142858 0.026534536601438133
41 0.14747774480712172 0.008605341246290798 0.14 0.027701027756664737
42 0.1480712166172108 0.0089464768140542 0.13142857142857145 0.026954231805875997
43 0.14777448071216592 0.008266105802483157 0.13714285714285723 0.03207134902949091
44 0.14688427299703266 0.008313902508084212 0.1328571428571429 0.027142857142857132
45 0.1454005934718101 0.00828738281529314 0.14 0.02982944716831585
46 0.1454005934718101 0.007506890587936801 0.1328571428571429 0.023079277744862146
47 0.14302670623145397 0.009642775554464043 0.13714285714285723 0.024907993963089542
48 0.1454005934718101 0.008287382815293136 0.12857142857142867 0.020203050891044204
49 0.14272997032640955 0.00979228486646884 0.14142857142857146 0.020652617564001365
50 0.14362017804154303 0.009679232302848716 0.12857142857142867 0.022131333406899528
