round	train	test
1	0.2344213649851632	0.18571428571428572
2	0.2344213649851632	0.18571428571428572
3	0.19287833827893175	0.1428571428571429
4	0.20178041543026703	0.18571428571428572
5	0.18397626112759646	0.17142857142857137
6	0.18991097922848665	0.18571428571428572
7	0.17507418397626118	0.18571428571428572
8	0.18694362017804156	0.17142857142857137
9	0.17804154302670627	0.15714285714285714
10	0.18397626112759646	0.18571428571428572
11	0.17210682492581597	0.15714285714285714
12	0.17804154302670627	0.15714285714285714
13	0.16320474777448069	0.15714285714285714
14	0.16617210682492578	0.17142857142857137
15	0.1602373887240356	0.15714285714285714
16	0.1602373887240356	0.12857142857142856
17	0.16617210682492578	0.12857142857142856
18	0.16617210682492578	0.12857142857142856
19	0.16320474777448069	0.12857142857142856
20	0.1602373887240356	0.1428571428571429
21	0.1602373887240356	0.12857142857142856
22	0.1602373887240356	0.12857142857142856
23	0.16617210682492578	0.1428571428571429
24	0.1602373887240356	0.15714285714285714
25	0.1602373887240356	0.12857142857142856
26	0.16320474777448069	0.12857142857142856
27	0.16320474777448069	0.12857142857142856
28	0.1572700296735905	0.12857142857142856
29	0.1602373887240356	0.1428571428571429
30	0.1543026706231454	0.12857142857142856
31	0.1572700296735905	0.12857142857142856
32	0.1602373887240356	0.11428571428571432
33	0.1543026706231454	0.12857142857142856
34	0.1543026706231454	0.11428571428571432
35	0.1543026706231454	0.12857142857142856
36	0.1602373887240356	0.12857142857142856
37	0.1572700296735905	0.12857142857142856
38	0.1543026706231454	0.12857142857142856
39	0.1572700296735905	0.12857142857142856
40	0.14243323442136502	0.12857142857142856
41	0.1543026706231454	0.12857142857142856
42	0.1454005934718101	0.12857142857142856
43	0.1602373887240356	0.12857142857142856
44	0.14243323442136502	0.12857142857142856
45	0.1543026706231454	0.11428571428571432
46	0.1483679525222552	0.09999999999999998
47	0.1543026706231454	0.11428571428571432
48	0.1483679525222552	0.09999999999999998
49	0.1454005934718101	0.11428571428571432
50	0.1483679525222552	0.09999999999999998
